Marital status,Application mode,Application order,Course,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,situacao,idade_ingresso,bolsista,turno,sexo
"
1",17.0,1.0,9070.0,1.0,116.0,1.0,38.0,38.0,9.0,9.0,123.7,0.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,14.5,0.0,0.0,6.0,7.0,6.0,13.5,0.0,11.1,0.6,2.02,Sucesso,20.0,Não,Diurno,Feminino
"
1",18.0,2.0,9853.0,1.0,111.0,1.0,38.0,38.0,191.0,171.0,105.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,13.142857142857142,0.0,0.0,7.0,8.0,7.0,12.857142857142858,0.0,8.9,1.4,3.51,Sucesso,19.0,Não,Diurno,Feminino
"
1",17.0,3.0,9085.0,1.0,128.0,1.0,1.0,19.0,4.0,90.0,124.2,0.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,8.0,2.0,11.5,0.0,0.0,5.0,7.0,2.0,10.5,0.0,7.6,2.6,0.32,Abandono,21.0,Não,Diurno,Feminino
"
1",1.0,1.0,9085.0,1.0,123.0,1.0,30.0,19.0,4.0,90.0,122.3,0.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,6.0,5.0,14.2,0.0,0.0,5.0,7.0,5.0,11.8,0.0,7.6,2.6,0.32,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,5.0,9254.0,1.0,131.0,1.0,19.0,37.0,9.0,9.0,123.7,0.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,5.0,11.666666666666666,0.0,0.0,6.0,7.0,5.0,12.2,0.0,8.9,1.4,3.51,Sucesso,19.0,Sim,Diurno,Feminino
"
1",17.0,2.0,9500.0,1.0,135.0,1.0,19.0,19.0,9.0,4.0,129.8,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,8.0,7.0,13.175,0.0,0.0,8.0,8.0,8.0,14.875,0.0,13.9,-0.3,0.79,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,4.0,9500.0,1.0,136.0,1.0,1.0,1.0,9.0,9.0,123.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,13.314285714285717,0.0,0.0,8.0,8.0,7.0,13.314285714285717,0.0,12.7,3.7,-1.7,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,2.0,9147.0,1.0,132.0,1.0,1.0,19.0,4.0,3.0,126.4,1.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,13.0,3.0,10.6,0.0,0.0,5.0,12.0,3.0,10.5,0.0,13.9,-0.3,0.79,Sucesso,18.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9773.0,1.0,144.0,1.0,37.0,37.0,8.0,8.0,138.4,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,6.0,13.428571428571429,0.0,0.0,6.0,7.0,6.0,14.142857142857142,0.0,13.9,-0.3,0.79,Sucesso,18.0,Não,Diurno,Feminino
"
1",17.0,1.0,9085.0,1.0,129.0,1.0,1.0,37.0,9.0,9.0,118.2,1.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,7.0,4.0,13.25,0.0,0.0,5.0,8.0,5.0,15.571428571428571,0.0,10.8,1.4,1.74,Sucesso,18.0,Sim,Diurno,Feminino
"
1",17.0,1.0,9070.0,1.0,136.0,1.0,38.0,19.0,7.0,7.0,121.7,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,2.0,13.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,Abandono,18.0,Não,Diurno,Feminino
"
1",17.0,1.0,9238.0,1.0,125.0,1.0,1.0,38.0,9.0,7.0,119.8,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Abandono,18.0,Não,Diurno,Feminino
"
1",1.0,1.0,9238.0,1.0,154.0,1.0,1.0,3.0,4.0,2.0,164.9,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,10.8,1.4,1.74,Sucesso,18.0,Não,Diurno,Feminino
"
1",42.0,1.0,9085.0,1.0,100.0,1.0,1.0,38.0,4.0,9.0,100.0,1.0,0.0,0.0,1.0,20.0,0.0,1.0,2.0,2.0,2.0,12.0,0.0,1.0,6.0,11.0,6.0,12.833333333333334,0.0,13.9,-0.3,0.79,Sucesso,20.0,Sim,Diurno,Feminino
"
1",17.0,4.0,9070.0,1.0,126.0,1.0,1.0,19.0,4.0,5.0,120.4,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,5.0,11.8,0.0,0.0,6.0,7.0,5.0,10.4,1.0,16.2,0.3,-0.92,Sucesso,18.0,Não,Diurno,Feminino
"
1",18.0,6.0,9500.0,1.0,124.0,1.0,37.0,37.0,9.0,7.0,117.8,0.0,0.0,0.0,1.0,20.0,0.0,0.0,8.0,8.0,7.0,12.791428571428572,1.0,0.0,8.0,8.0,7.0,12.791428571428572,1.0,10.8,1.4,1.74,Sucesso,20.0,Sim,Diurno,Feminino
"
4",43.0,1.0,9670.0,1.0,150.0,1.0,37.0,37.0,9.0,6.0,110.0,0.0,0.0,0.0,1.0,40.0,0.0,4.0,8.0,8.0,8.0,11.625,0.0,3.0,7.0,12.0,5.0,11.2,0.0,9.4,-0.8,-3.12,Sucesso,34.0,Não,Diurno,Feminino
"
1",1.0,6.0,9500.0,1.0,133.0,1.0,38.0,38.0,9.0,9.0,128.8,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,11.0,6.0,11.994444444444444,0.0,0.0,8.0,11.0,7.0,12.43142857142857,0.0,15.5,2.8,-4.06,Sucesso,18.0,Sim,Diurno,Feminino
"
1",1.0,5.0,9254.0,1.0,126.0,1.0,19.0,19.0,4.0,7.0,116.6,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,11.6,0.0,0.0,6.0,12.0,5.0,12.2,0.0,13.9,-0.3,0.79,Sucesso,19.0,Não,Diurno,Feminino
"
1",7.0,1.0,9991.0,40.0,120.0,1.0,1.0,19.0,4.0,9.0,120.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,Abandono,24.0,Não,Noturno,Feminino
"
1",1.0,3.0,9773.0,1.0,175.0,1.0,3.0,38.0,2.0,10.0,157.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,13.166666666666666,0.0,0.0,6.0,7.0,6.0,13.166666666666666,0.0,10.8,1.4,1.74,Abandono,19.0,Não,Diurno,Feminino
"
1",1.0,6.0,9500.0,1.0,141.0,1.0,2.0,1.0,4.0,4.0,136.3,1.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,14.1,0.0,0.0,8.0,8.0,7.0,14.1,0.0,10.8,1.4,1.74,Sucesso,19.0,Não,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,133.0,1.0,1.0,19.0,9.0,6.0,121.5,1.0,0.0,0.0,1.0,20.0,0.0,0.0,7.0,8.0,6.0,12.396666666666668,0.0,0.0,8.0,9.0,7.0,12.94285714285714,0.0,11.1,0.6,2.02,Sucesso,20.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,143.0,1.0,38.0,38.0,5.0,5.0,133.9,0.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,7.0,15.014285714285714,0.0,0.0,8.0,8.0,8.0,16.0875,0.0,12.4,0.5,1.79,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,1.0,171.0,1.0,141.0,1.0,1.0,38.0,4.0,8.0,136.8,1.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Sucesso,18.0,Sim,Diurno,Feminino
"
1",17.0,2.0,9500.0,1.0,134.0,1.0,19.0,37.0,4.0,7.0,133.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,7.0,14.05,0.0,0.0,8.0,8.0,8.0,15.1,0.0,13.9,-0.3,0.79,Sucesso,19.0,Não,Diurno,Feminino
"
1",17.0,3.0,9500.0,1.0,138.0,1.0,3.0,3.0,4.0,5.0,130.0,1.0,0.0,0.0,1.0,18.0,0.0,0.0,7.0,8.0,7.0,14.85,0.0,0.0,8.0,8.0,8.0,15.2,0.0,13.9,-0.3,0.79,Abandono,18.0,Não,Diurno,Feminino
"
1",44.0,1.0,9085.0,39.0,140.0,1.0,3.0,3.0,2.0,2.0,140.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,10.0,6.0,13.0,0.0,0.0,6.0,19.0,5.0,13.0,0.0,12.4,0.5,1.79,Sucesso,19.0,Não,Diurno,Feminino
"
1",1.0,2.0,9500.0,1.0,142.0,1.0,37.0,37.0,9.0,7.0,132.7,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,7.0,14.7875,0.0,0.0,8.0,8.0,8.0,15.8625,0.0,13.9,-0.3,0.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,118.0,1.0,19.0,19.0,5.0,7.0,117.8,0.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,13.7,0.0,0.0,8.0,9.0,7.0,14.671428571428574,0.0,12.4,0.5,1.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,2.0,9500.0,1.0,131.0,1.0,1.0,37.0,4.0,4.0,126.1,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,12.495714285714286,0.0,0.0,8.0,9.0,7.0,12.242857142857144,0.0,11.1,0.6,2.02,Abandono,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,130.0,1.0,1.0,38.0,1.0,7.0,120.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,6.0,14.566666666666668,0.0,0.0,7.0,7.0,6.0,14.566666666666668,0.0,7.6,2.6,0.32,Sucesso,19.0,Não,Diurno,Feminino
"
1",39.0,1.0,9670.0,12.0,133.1,1.0,1.0,19.0,1.0,5.0,100.0,1.0,0.0,1.0,0.0,25.0,0.0,0.0,5.0,5.0,5.0,11.2,0.0,0.0,5.0,5.0,4.0,11.25,0.0,9.4,-0.8,-3.12,Abandono,25.0,Não,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,130.0,1.0,19.0,19.0,4.0,10.0,116.8,0.0,0.0,0.0,1.0,20.0,0.0,0.0,8.0,8.0,7.0,12.685714285714283,0.0,0.0,8.0,8.0,7.0,12.685714285714283,0.0,12.7,3.7,-1.7,Sucesso,20.0,Não,Diurno,Feminino
"
1",53.0,1.0,9238.0,42.0,130.0,1.0,1.0,19.0,5.0,5.0,128.3,0.0,0.0,1.0,0.0,23.0,0.0,5.0,9.0,12.0,7.0,13.571428571428571,0.0,4.0,9.0,14.0,4.0,13.25,0.0,8.9,1.4,3.51,Abandono,23.0,Não,Diurno,Feminino
"
1",1.0,1.0,9070.0,1.0,133.1,1.0,19.0,19.0,7.0,7.0,117.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,20.0,Não,Diurno,Feminino
"
1",39.0,1.0,8014.0,1.0,130.0,1.0,37.0,11.0,9.0,10.0,131.5,0.0,0.0,0.0,1.0,27.0,0.0,0.0,6.0,8.0,5.0,11.0,0.0,0.0,6.0,7.0,6.0,11.166666666666666,0.0,11.1,0.6,2.02,Sucesso,27.0,Não,Noturno,Feminino
"
1",1.0,1.0,9500.0,1.0,149.0,1.0,19.0,1.0,4.0,4.0,134.8,0.0,0.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,8.0,14.445,0.0,0.0,8.0,8.0,8.0,14.445,0.0,9.4,-0.8,-3.12,Sucesso,18.0,Não,Diurno,Feminino
"
1",7.0,1.0,8014.0,40.0,130.0,1.0,19.0,1.0,5.0,10.0,130.0,1.0,0.0,1.0,0.0,23.0,0.0,7.0,12.0,12.0,11.0,14.0,0.0,4.0,10.0,11.0,8.0,14.625,0.0,13.9,-0.3,0.79,Abandono,23.0,Não,Noturno,Feminino
"
1",1.0,6.0,9500.0,1.0,145.0,1.0,38.0,37.0,5.0,6.0,127.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,6.0,13.416666666666666,0.0,0.0,7.0,7.0,6.0,13.416666666666666,0.0,7.6,2.6,0.32,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9147.0,1.0,130.0,1.0,37.0,38.0,3.0,3.0,123.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,8.0,5.0,12.333333333333334,2.0,0.0,5.0,7.0,5.0,11.4,0.0,15.5,2.8,-4.06,Sucesso,18.0,Não,Diurno,Feminino
"
1",43.0,1.0,9500.0,1.0,128.0,1.0,1.0,19.0,9.0,8.0,100.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,7.0,8.0,7.0,13.1,0.0,0.0,8.0,8.0,8.0,14.8125,0.0,13.9,-0.3,0.79,Sucesso,20.0,Não,Diurno,Feminino
"
1",1.0,2.0,9670.0,1.0,111.0,1.0,19.0,19.0,9.0,9.0,114.2,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,9.0,4.0,13.2,0.0,0.0,6.0,10.0,5.0,12.8,0.0,12.4,0.5,1.79,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,140.0,1.0,1.0,1.0,4.0,4.0,123.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,8.0,14.75,0.0,0.0,8.0,8.0,8.0,14.75,0.0,9.4,-0.8,-3.12,Sucesso,19.0,Sim,Diurno,Feminino
"
1",44.0,1.0,9238.0,39.0,140.0,1.0,19.0,19.0,8.0,8.0,144.3,1.0,0.0,0.0,1.0,19.0,0.0,3.0,6.0,7.0,6.0,13.142857142857142,0.0,2.0,6.0,6.0,6.0,14.333333333333334,0.0,12.4,0.5,1.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9085.0,1.0,151.0,1.0,3.0,3.0,1.0,90.0,161.9,0.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,6.0,4.0,13.75,0.0,0.0,5.0,8.0,5.0,14.857142857142858,0.0,7.6,2.6,0.32,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,1.0,9238.0,1.0,132.0,1.0,37.0,37.0,9.0,5.0,135.9,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,11.0,5.0,12.4,0.0,0.0,6.0,7.0,6.0,13.0,0.0,9.4,-0.8,-3.12,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,2.0,9773.0,1.0,116.0,1.0,19.0,19.0,4.0,7.0,110.1,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,0.0,6.0,6.0,6.0,12.0,0.0,11.1,0.6,2.02,Sucesso,18.0,Não,Diurno,Feminino
"
1",2.0,1.0,9853.0,1.0,120.0,1.0,19.0,38.0,9.0,9.0,122.5,0.0,0.0,0.0,0.0,28.0,0.0,11.0,11.0,11.0,11.0,11.727272727272728,0.0,8.0,8.0,8.0,8.0,12.0,0.0,15.5,2.8,-4.06,Abandono,28.0,Não,Diurno,Feminino
"
1",17.0,1.0,9254.0,1.0,158.0,1.0,37.0,37.0,5.0,9.0,138.1,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,4.0,12.5,0.0,0.0,6.0,11.0,1.0,14.0,0.0,7.6,2.6,0.32,Abandono,19.0,Não,Diurno,Feminino
"
1",43.0,1.0,171.0,1.0,116.0,1.0,3.0,1.0,2.0,3.0,117.3,1.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Abandono,20.0,Não,Diurno,Feminino
"
1",1.0,2.0,9500.0,1.0,112.0,1.0,1.0,37.0,4.0,9.0,106.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,6.0,13.533333333333331,0.0,0.0,8.0,9.0,7.0,13.614285714285714,0.0,12.4,0.5,1.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9070.0,1.0,126.0,1.0,1.0,19.0,4.0,0.0,120.1,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,11.1,0.6,2.02,Sucesso,20.0,Sim,Diurno,Feminino
"
1",1.0,2.0,9254.0,1.0,120.0,1.0,19.0,19.0,9.0,9.0,116.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,13.2,0.0,0.0,6.0,8.0,5.0,11.0,0.0,12.4,0.5,1.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9853.0,1.0,153.0,1.0,1.0,19.0,9.0,4.0,139.7,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,13.428571428571429,0.0,0.0,7.0,7.0,7.0,14.857142857142858,0.0,11.1,0.6,2.02,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,2.0,9070.0,1.0,124.0,1.0,19.0,1.0,9.0,3.0,123.7,1.0,0.0,0.0,1.0,18.0,0.0,1.0,6.0,8.0,6.0,12.714285714285714,1.0,0.0,6.0,8.0,6.0,12.625,0.0,13.9,-0.3,0.79,Sucesso,18.0,Sim,Diurno,Feminino
"
1",17.0,2.0,9130.0,1.0,127.0,1.0,3.0,1.0,2.0,1.0,116.5,0.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Abandono,19.0,Não,Diurno,Feminino
"
1",17.0,1.0,9670.0,1.0,126.0,1.0,12.0,38.0,9.0,5.0,122.2,0.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,0.0,6.0,9.0,6.0,13.666666666666666,0.0,8.9,1.4,3.51,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9773.0,1.0,133.1,1.0,38.0,19.0,132.0,103.0,146.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,6.0,6.0,5.0,11.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,16.2,0.3,-0.92,Sucesso,20.0,Não,Diurno,Feminino
"
1",17.0,1.0,9130.0,1.0,130.0,1.0,1.0,1.0,4.0,5.0,123.8,0.0,0.0,0.0,1.0,18.0,0.0,0.0,5.0,7.0,4.0,12.0,0.0,0.0,5.0,6.0,5.0,12.0,0.0,7.6,2.6,0.32,Sucesso,18.0,Não,Diurno,Feminino
"
1",17.0,3.0,9773.0,1.0,127.0,1.0,19.0,19.0,5.0,8.0,120.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Abandono,18.0,Não,Diurno,Feminino
"
1",17.0,3.0,9238.0,1.0,143.0,1.0,37.0,38.0,0.0,7.0,126.9,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,14.0,5.0,11.0,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,7.6,2.6,0.32,Sucesso,18.0,Não,Diurno,Feminino
"
1",18.0,4.0,9773.0,1.0,130.0,1.0,19.0,19.0,4.0,4.0,121.3,1.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,12.0,5.0,12.0,0.0,0.0,6.0,8.0,6.0,11.571428571428571,0.0,15.5,2.8,-4.06,Abandono,20.0,Não,Diurno,Feminino
"
1",17.0,3.0,9500.0,1.0,136.0,1.0,19.0,1.0,9.0,9.0,129.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,13.308571428571428,0.0,0.0,8.0,10.0,8.0,12.55,0.0,12.4,0.5,1.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9853.0,1.0,125.0,1.0,37.0,37.0,9.0,9.0,114.9,1.0,0.0,1.0,0.0,21.0,0.0,0.0,6.0,8.0,3.0,13.666666666666666,0.0,0.0,6.0,7.0,3.0,10.666666666666666,0.0,15.5,2.8,-4.06,Abandono,21.0,Não,Diurno,Feminino
"
1",17.0,1.0,9670.0,3.0,110.0,1.0,12.0,3.0,5.0,8.0,106.5,1.0,0.0,1.0,0.0,20.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,Abandono,20.0,Não,Diurno,Feminino
"
1",1.0,1.0,9254.0,1.0,130.0,1.0,37.0,38.0,9.0,9.0,133.9,1.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,10.0,5.0,12.2,0.0,0.0,6.0,8.0,4.0,11.25,0.0,9.4,-0.8,-3.12,Sucesso,18.0,Não,Diurno,Feminino
"
1",1.0,1.0,9773.0,1.0,135.0,1.0,1.0,4.0,5.0,3.0,124.9,0.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,10.8,1.4,1.74,Sucesso,20.0,Sim,Diurno,Feminino
"
1",1.0,2.0,9500.0,1.0,133.0,1.0,19.0,37.0,1.0,9.0,128.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,8.0,14.07125,0.0,0.0,8.0,8.0,8.0,14.07125,0.0,9.4,-0.8,-3.12,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9085.0,6.0,122.0,1.0,19.0,19.0,9.0,9.0,126.2,1.0,0.0,0.0,1.0,22.0,0.0,0.0,5.0,14.0,4.0,14.25,3.0,0.0,5.0,9.0,5.0,13.2,4.0,9.4,-0.8,-3.12,Abandono,22.0,Não,Diurno,Feminino
"
1",17.0,1.0,9130.0,1.0,122.0,1.0,19.0,19.0,9.0,9.0,121.7,1.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,9.4,-0.8,-3.12,Abandono,22.0,Não,Diurno,Feminino
"
1",1.0,1.0,9238.0,1.0,128.0,1.0,19.0,19.0,0.0,5.0,120.3,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,12.0,2.0,13.0,0.0,0.0,6.0,8.0,5.0,11.6,0.0,7.6,2.6,0.32,Sucesso,19.0,Não,Diurno,Feminino
"
1",1.0,4.0,171.0,1.0,139.0,1.0,37.0,38.0,9.0,9.0,127.8,1.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Abandono,19.0,Não,Diurno,Feminino
"
1",1.0,2.0,9500.0,1.0,124.0,1.0,34.0,34.0,0.0,0.0,123.3,1.0,0.0,0.0,1.0,20.0,0.0,0.0,8.0,8.0,7.0,14.901428571428571,1.0,0.0,8.0,8.0,7.0,14.901428571428571,1.0,9.4,-0.8,-3.12,Abandono,20.0,Sim,Diurno,Feminino
"
1",1.0,3.0,9500.0,1.0,135.0,1.0,38.0,19.0,8.0,8.0,126.3,1.0,0.0,1.0,1.0,18.0,0.0,0.0,7.0,8.0,7.0,12.65,0.0,0.0,8.0,9.0,8.0,12.445555555555554,0.0,15.5,2.8,-4.06,Sucesso,18.0,Sim,Diurno,Feminino
"
1",51.0,1.0,9991.0,42.0,110.0,1.0,19.0,37.0,5.0,9.0,128.2,0.0,0.0,0.0,0.0,22.0,0.0,7.0,12.0,12.0,7.0,11.0,0.0,5.0,5.0,5.0,5.0,10.6,0.0,8.9,1.4,3.51,Abandono,22.0,Não,Noturno,Feminino
"
1",17.0,4.0,9085.0,1.0,138.0,1.0,19.0,36.0,90.0,7.0,134.9,1.0,0.0,0.0,1.0,20.0,0.0,0.0,5.0,7.0,4.0,12.4,0.0,0.0,5.0,9.0,5.0,12.666666666666666,0.0,7.6,2.6,0.32,Sucesso,20.0,Não,Diurno,Feminino
"
1",44.0,1.0,9003.0,39.0,140.0,1.0,38.0,38.0,6.0,6.0,140.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,12.0,0.0,0.0,6.0,7.0,6.0,12.666666666666666,0.0,12.4,0.5,1.79,Sucesso,19.0,Não,Diurno,Feminino
"
1",1.0,5.0,9500.0,1.0,126.0,1.0,1.0,19.0,6.0,7.0,115.5,1.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,7.0,12.135714285714286,0.0,0.0,8.0,10.0,7.0,13.328571428571427,0.0,12.4,0.5,1.79,Sucesso,19.0,Sim,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,145.0,1.0,19.0,19.0,9.0,7.0,136.6,0.0,0.0,0.0,1.0,19.0,0.0,0.0,7.0,12.0,6.0,13.766666666666666,0.0,0.0,8.0,10.0,7.0,14.051428571428572,0.0,15.5,2.8,-4.06,Sucesso,19.0,Sim,Diurno,Feminino
"
1",18.0,1.0,9500.0,1.0,124.0,1.0,38.0,37.0,9.0,7.0,119.3,1.0,0.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,8.0,13.11625,0.0,0.0,8.0,8.0,8.0,13.11625,0.0,9.4,-0.8,-3.12,Sucesso,19.0,Não,Diurno,Feminino
"
1",1.0,1.0,9070.0,1.0,160.0,1.0,3.0,38.0,1.0,9.0,152.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Abandono,19.0,Não,Diurno,Feminino
"
1",1.0,1.0,9500.0,1.0,138.0,1.0,38.0,19.0,9.0,5.0,144.3,0.0,0.0,0.0,1.0,20.0,0.0,0.0,7.0,9.0,6.0,12.7,0.0,0.0,8.0,8.0,7.0,13.571428571428571,0.0,13.9,-0.3,0.79,Sucesso,20.0,Não,Diurno,Feminino
"
1",17.0,1.0,9500.0,1.0,127.0,1.0,19.0,38.0,5.0,9.0,129.5,1.0,0.0,0.0,1.0,20.0,0.0,0.0,7.0,7.0,6.0,12.333333333333334,0.0,0.0,7.0,7.0,6.0,12.333333333333334,0.0,7.6,2.6,0.32,Sucesso,20.0,Sim,Diurno,Feminino
"
1",1.0,3.0,9670.0,1.0,111.0,1.0,1.0,1.0,5.0,5.0,105.4,0.0,0.0,0.0,1.0,20.0,0.0,0.0,5.0,6.0,5.0,13.333333333333334,0.0,0.0,5.0,6.0,5.0,13.2,0.0,7.6,2.6,0.32,Sucesso,20.0,Não,Diurno,Feminino
